Id,Weight,CityDistrict,DeliveryDateTime
7240,4.99,7,2024-09-01 09:58:58
7241,8.94,5,2024-09-01 06:36:36
7242,2.99,12,2024-09-01 08:48:48
7243,0.74,13,2024-09-01 20:16:16
7244,1.55,13,2024-09-01 22:27:27
7245,9.86,5,2024-09-01 22:47:47
7246,6.43,6,2024-09-01 06:17:17
7247,7.72,17,2024-09-01 17:32:32
7248,8.81,3,2024-09-01 22:28:28
7249,2.02,8,2024-09-02 02:15:15
7250,1.91,19,2024-09-01 15:15:15
7251,5.16,18,2024-09-01 23:03:03
7252,0.98,9,2024-09-01 19:39:39
7253,0.74,16,2024-09-01 06:03:03
7254,4.63,3,2024-09-01 16:07:07
7255,3.49,18,2024-09-01 05:13:13
7256,0.71,2,2024-09-01 05:07:07
7257,6.49,1,2024-09-01 18:25:25
7258,9.34,17,2024-09-01 14:19:19
7259,2.61,6,2024-09-01 05:28:28
7260,6.93,4,2024-09-01 09:21:21
7261,1.48,18,2024-09-02 02:02:02
7262,5.64,16,2024-09-01 11:26:26
7263,5.85,2,2024-09-01 16:41:41
7264,6.13,3,2024-09-01 21:56:56
7265,5.47,14,2024-09-01 14:16:16
7266,4.88,15,2024-09-01 17:53:53
7267,9.25,15,2024-09-01 23:42:42
7268,7.84,12,2024-09-01 09:01:01
7269,8.4,1,2024-09-01 20:14:14
7270,6.39,3,2024-09-01 17:21:21
7271,9.05,6,2024-09-01 11:27:27
7272,0.85,2,2024-09-01 21:38:38
7273,5.88,20,2024-09-01 22:35:35
7274,5.57,2,2024-09-01 15:51:51
7275,5.03,18,2024-09-01 19:41:41
7276,9.82,9,2024-09-01 03:25:25
7277,4.35,8,2024-09-01 04:07:07
7278,1.2,9,2024-09-01 03:37:37
7279,4.4,8,2024-09-01 05:09:09
7280,6.4,16,2024-09-01 19:07:07
7281,7.16,20,2024-09-01 11:54:54
7282,8.01,3,2024-09-01 19:08:08
7283,4.69,13,2024-09-01 20:16:16
7284,3.57,16,2024-09-02 00:28:28
7285,9.23,17,2024-09-01 14:34:34
7286,2.47,20,2024-09-01 04:46:46
7287,4.25,4,2024-09-01 18:05:05
7288,1.24,8,2024-09-02 02:00:00
7289,1.5,5,2024-09-01 23:00:00
7290,3.24,16,2024-09-02 01:15:15
7291,4.8,20,2024-09-01 11:39:39
7292,0.21,20,2024-09-01 07:28:28
7293,0.19,6,2024-09-01 21:46:46
7294,10.06,12,2024-09-01 04:19:19
7295,2.06,1,2024-09-01 06:43:43
7296,6.61,3,2024-09-01 21:09:09
7297,6.98,10,2024-09-01 22:07:07
7298,7.09,7,2024-09-01 21:47:47
7299,2.97,18,2024-09-01 19:33:33
7300,4.87,16,2024-09-01 22:48:48
7301,5.02,13,2024-09-01 08:58:58
7302,8.19,18,2024-09-01 10:02:02
7303,4.07,12,2024-09-01 04:37:37
7304,1.23,6,2024-09-02 01:25:25
7305,4.1,3,2024-09-01 14:31:31
7306,9.2,12,2024-09-01 06:40:40
7307,8.87,8,2024-09-01 20:53:53
7308,4.68,17,2024-09-01 13:22:22
7309,7.63,12,2024-09-01 17:14:14
7310,1.39,8,2024-09-01 06:30:30
7311,2.31,12,2024-09-01 16:30:30
7312,6.4,16,2024-09-01 23:00:00
7313,1.35,19,2024-09-01 22:06:06
7314,3.21,5,2024-09-01 12:23:23
7315,7.01,7,2024-09-01 18:24:24
7316,6.87,8,2024-09-01 14:19:19
7317,3.49,16,2024-09-01 14:22:22
7318,6,7,2024-09-01 03:48:48
7319,6,6,2024-09-01 13:37:37
7320,3.98,14,2024-09-01 17:37:37
7321,4.74,17,2024-09-01 22:55:55
7322,8.24,16,2024-09-01 22:55:55
7323,9.96,18,2024-09-02 02:54:54
7324,1.84,10,2024-09-01 13:18:18
7325,3.92,11,2024-09-01 21:33:33
7326,8.59,19,2024-09-01 05:55:55
7327,2.4,12,2024-09-01 17:48:48
7328,2.44,18,2024-09-01 17:47:47
7329,9.49,19,2024-09-01 03:39:39
7330,5.71,19,2024-09-01 04:21:21
7331,6.15,18,2024-09-01 16:39:39
7332,2.4,8,2024-09-01 15:29:29
7333,0.14,19,2024-09-01 09:53:53
7334,0.32,20,2024-09-01 14:18:18
7335,4.81,17,2024-09-01 23:54:54
7336,3.72,15,2024-09-02 00:39:39
7337,0.37,1,2024-09-01 23:10:10
7338,8.13,1,2024-09-01 05:43:43
7339,1.54,18,2024-09-01 05:18:18
7340,0.46,9,2024-09-01 22:03:03
7341,8.8,12,2024-09-01 12:02:02
7342,5.63,4,2024-09-01 07:34:34
7343,8.81,13,2024-09-01 19:43:43
7344,10.05,10,2024-09-01 07:36:36
7345,3.48,11,2024-09-02 02:03:03
7346,2.28,13,2024-09-01 22:11:11
7347,7.53,14,2024-09-01 18:19:19
7348,2.04,10,2024-09-02 01:05:05
7349,5.82,4,2024-09-01 12:09:09
7350,2.23,6,2024-09-02 00:48:48
7351,6.9,10,2024-09-01 12:16:16
7352,6.5,7,2024-09-01 21:18:18
7353,9.91,13,2024-09-01 10:44:44
7354,2.97,19,2024-09-01 05:21:21
7355,4,2,2024-09-02 01:39:39
7356,8.44,10,2024-09-01 21:37:37
7357,6.18,13,2024-09-01 08:19:19
7358,7.46,10,2024-09-01 21:37:37
7359,2.55,8,2024-09-01 22:48:48
7360,7.88,1,2024-09-01 21:01:01
7361,6.17,16,2024-09-01 14:05:05
7362,2.35,18,2024-09-01 07:44:44
7363,8.11,7,2024-09-01 07:02:02
7364,5.5,15,2024-09-01 05:07:07
7365,3.15,4,2024-09-01 19:01:01
7366,7.17,18,2024-09-01 20:31:31
7367,1.26,12,2024-09-01 07:14:14
7368,3.84,15,2024-09-02 00:18:18
7369,0.32,20,2024-09-01 08:28:28
7370,7.24,15,2024-09-01 10:07:07
7371,9.75,13,2024-09-02 00:24:24
7372,7.83,3,2024-09-01 23:02:02
7373,8.03,10,2024-09-01 18:25:25
7374,1.02,9,2024-09-01 06:26:26
7375,4.71,15,2024-09-01 07:32:32
7376,0.12,19,2024-09-01 23:56:56
7377,0.7,3,2024-09-01 23:26:26
7378,0.3,11,2024-09-02 00:32:32
7379,5.66,18,2024-09-01 22:33:33
7380,1.46,16,2024-09-01 06:13:13
7381,0.74,15,2024-09-01 18:00:00
7382,4.7,16,2024-09-02 01:18:18
7383,6.72,17,2024-09-01 20:01:01
7384,3.37,11,2024-09-01 17:39:39
7385,2.98,6,2024-09-02 02:20:20
7386,2.9,11,2024-09-01 05:11:11
7387,2.5,7,2024-09-02 02:57:57
7388,5.09,19,2024-09-01 10:53:53
7389,1.86,9,2024-09-01 06:52:52
7390,9.16,8,2024-09-02 01:00:00
7391,7.07,2,2024-09-01 04:26:26
7392,2.66,3,2024-09-01 14:05:05
7393,4.27,16,2024-09-01 05:52:52
7394,9.61,11,2024-09-01 14:37:37
7395,8.64,2,2024-09-01 08:04:04
7396,4.14,12,2024-09-01 04:58:58
7397,4.58,1,2024-09-01 08:37:37
7398,4.46,12,2024-09-01 18:42:42
7399,1.84,4,2024-09-01 12:58:58
7400,2.26,1,2024-09-01 19:26:26
7401,9.21,18,2024-09-02 00:24:24
7402,8.1,10,2024-09-01 23:22:22
7403,9.6,19,2024-09-01 16:38:38
7404,0.57,20,2024-09-01 22:59:59
7405,9.82,12,2024-09-01 16:45:45
7406,8.46,5,2024-09-01 15:50:50
7407,2.07,13,2024-09-01 23:38:38
7408,6.94,10,2024-09-01 05:57:57
7409,4.04,11,2024-09-01 12:13:13
7410,4.85,16,2024-09-01 21:55:55
7411,3.96,18,2024-09-01 16:52:52
7412,3.12,15,2024-09-01 12:05:05
7413,2.69,17,2024-09-01 13:21:21
7414,0.98,14,2024-09-02 02:57:57
7415,4.56,1,2024-09-01 12:36:36
7416,5.84,20,2024-09-01 05:48:48
7417,7.92,19,2024-09-01 21:09:09
7418,1.64,13,2024-09-01 15:49:49
7419,10.06,19,2024-09-01 22:32:32
7420,8.9,6,2024-09-01 03:54:54
7421,7.27,4,2024-09-01 23:06:06
7422,6.65,17,2024-09-01 13:18:18
7423,0.48,11,2024-09-01 14:03:03
7424,0.48,5,2024-09-02 00:19:19
7425,2.27,20,2024-09-01 05:26:26
7426,3.68,5,2024-09-02 00:52:52
7427,4.71,10,2024-09-01 10:58:58
7428,6.93,7,2024-09-01 22:25:25
7429,7.75,20,2024-09-01 21:36:36
7430,6.77,7,2024-09-01 08:41:41
7431,0.97,19,2024-09-01 09:59:59
7432,9.33,13,2024-09-01 21:15:15
7433,7.04,2,2024-09-01 03:52:52
7434,8.81,18,2024-09-01 16:30:30
7435,8.56,16,2024-09-01 21:47:47
7436,8.29,1,2024-09-01 12:15:15
7437,7.99,8,2024-09-01 21:31:31
7438,2.24,19,2024-09-01 22:08:08
7439,4.45,13,2024-09-02 02:55:55
7440,6.43,16,2024-09-01 22:17:17
7441,6.94,5,2024-09-01 16:21:21
7442,8.28,5,2024-09-01 08:29:29
7443,8.9,6,2024-09-02 02:15:15
7444,6.32,20,2024-09-01 10:54:54
7445,5.82,4,2024-09-01 21:01:01
7446,1.54,20,2024-09-01 08:50:50
7447,6.22,6,2024-09-01 03:22:22
7448,6.85,3,2024-09-01 08:29:29
7449,8.93,17,2024-09-01 21:06:06
7450,9.21,13,2024-09-01 17:48:48
7451,9.02,11,2024-09-01 23:53:53
7452,2.59,12,2024-09-01 22:39:39
7453,4.98,20,2024-09-01 06:26:26
7454,5.32,4,2024-09-01 11:32:32
7455,4.21,1,2024-09-01 18:44:44
7456,6.72,1,2024-09-01 21:15:15
7457,8.12,19,2024-09-01 11:22:22
7458,3.95,19,2024-09-01 16:29:29
7459,1.66,15,2024-09-01 18:42:42
7460,0.56,16,2024-09-02 00:35:35
7461,3.17,11,2024-09-02 02:40:40
7462,7.09,10,2024-09-01 18:45:45
7463,3.59,7,2024-09-01 19:41:41
7464,4.05,19,2024-09-01 18:24:24
7465,7.86,15,2024-09-01 08:11:11
7466,8.18,8,2024-09-02 02:39:39
7467,4.07,2,2024-09-01 06:13:13
7468,5.05,5,2024-09-01 20:46:46
7469,9.37,11,2024-09-01 11:48:48
7470,9.15,17,2024-09-01 03:08:08
7471,0.13,9,2024-09-02 02:31:31
7472,9.51,15,2024-09-01 20:31:31
7473,1.44,12,2024-09-01 06:04:04
7474,7.66,17,2024-09-01 19:24:24
7475,7.59,16,2024-09-01 03:45:45
7476,0.56,10,2024-09-01 22:17:17
7477,3.71,9,2024-09-01 03:17:17
7478,5.99,18,2024-09-01 22:54:54
7479,9.97,2,2024-09-01 16:11:11
7480,0.34,10,2024-09-01 22:03:03
7481,8.86,3,2024-09-01 17:23:23
7482,3.72,2,2024-09-01 06:16:16
7483,7.26,3,2024-09-01 20:08:08
7484,10.09,19,2024-09-01 12:37:37
7485,2.42,9,2024-09-01 18:38:38
7486,0.61,17,2024-09-02 00:31:31
7487,1.07,20,2024-09-01 21:07:07
7488,7.05,6,2024-09-01 14:35:35
7489,0.52,18,2024-09-01 16:29:29
7490,8.14,12,2024-09-01 05:41:41
7491,0.13,17,2024-09-01 20:53:53
7492,0.99,17,2024-09-01 05:25:25
7493,9.63,1,2024-09-02 00:12:12
7494,5.36,12,2024-09-01 11:02:02
7495,6.98,20,2024-09-01 14:00:00
7496,10,19,2024-09-01 04:10:10
7497,5.24,11,2024-09-01 09:42:42
7498,9.96,8,2024-09-01 09:38:38
7499,6.16,5,2024-09-01 07:04:04
7500,7.62,20,2024-09-01 13:20:20
7501,8.58,5,2024-09-02 01:36:36
7502,2.11,15,2024-09-01 07:18:18
7503,1.62,6,2024-09-01 20:31:31
7504,4.78,14,2024-09-01 07:57:57
7505,4.8,18,2024-09-01 13:42:42
7506,5.56,10,2024-09-01 05:34:34
7507,8.34,1,2024-09-01 16:34:34
7508,4.03,5,2024-09-01 22:46:46
7509,9.55,6,2024-09-01 16:00:00
7510,9.52,1,2024-09-02 00:14:14
7511,3.63,6,2024-09-01 19:51:51
7512,7.6,10,2024-09-01 03:48:48
7513,4.65,10,2024-09-01 17:33:33
7514,7.1,1,2024-09-01 04:09:09
7515,5.64,10,2024-09-01 05:48:48
7516,0.82,15,2024-09-01 10:34:34
7517,0.78,12,2024-09-01 19:35:35
7518,0.29,7,2024-09-01 07:41:41
7519,1.66,3,2024-09-01 12:15:15
7520,3.4,10,2024-09-01 14:13:13
7521,9.07,11,2024-09-01 21:15:15
7522,0.99,9,2024-09-01 04:57:57
7523,0.65,8,2024-09-01 22:50:50
7524,5.62,20,2024-09-01 22:30:30
7525,6.41,4,2024-09-01 08:48:48
7526,6.7,18,2024-09-02 01:29:29
7527,7.33,4,2024-09-01 20:31:31
7528,9.53,20,2024-09-01 12:57:57
7529,5.83,17,2024-09-02 01:35:35
7530,7.71,19,2024-09-01 21:15:15
7531,1.37,20,2024-09-01 09:56:56
7532,3.62,1,2024-09-01 05:14:14
7533,0.16,15,2024-09-01 05:02:02
7534,9.33,19,2024-09-01 03:30:30
7535,1.2,8,2024-09-01 10:33:33
7536,7.94,12,2024-09-02 01:38:38
7537,2.16,10,2024-09-01 10:16:16
7538,6.56,19,2024-09-02 01:54:54
7539,0.53,20,2024-09-01 05:39:39
7540,0.43,6,2024-09-01 18:57:57
7541,5.5,3,2024-09-01 18:57:57
7542,2.6,3,2024-09-01 22:30:30
7543,5.12,19,2024-09-01 16:15:15
7544,0.16,3,2024-09-01 11:19:19
7545,1.3,13,2024-09-01 04:30:30
7546,5.47,15,2024-09-01 16:07:07
7547,5.6,3,2024-09-02 01:15:15
7548,8.79,5,2024-09-01 22:54:54
7549,8.85,6,2024-09-01 21:55:55
7550,9.07,12,2024-09-01 12:07:07
7551,8.37,6,2024-09-01 08:50:50
7552,9.01,5,2024-09-01 04:25:25
7553,4.52,18,2024-09-01 22:47:47
7554,3.77,10,2024-09-01 22:23:23
7555,3.26,2,2024-09-02 00:55:55
7556,7.04,20,2024-09-01 17:11:11
7557,1.83,6,2024-09-01 20:28:28
7558,4.33,8,2024-09-01 21:35:35
7559,6.22,11,2024-09-01 04:31:31
7560,4.96,2,2024-09-02 00:43:43
7561,7.65,2,2024-09-01 06:02:02
7562,2.66,9,2024-09-01 16:18:18
7563,2.38,10,2024-09-01 06:52:52
7564,9.84,7,2024-09-01 13:59:59
7565,9.54,15,2024-09-01 03:43:43
7566,6.03,7,2024-09-01 10:06:06
7567,4.81,11,2024-09-01 16:49:49
7568,8.84,9,2024-09-01 20:33:33
7569,8.3,15,2024-09-01 18:14:14
7570,3.74,4,2024-09-01 06:28:28
7571,2.05,9,2024-09-01 12:49:49
7572,4.52,5,2024-09-01 16:55:55
7573,8.28,5,2024-09-01 10:50:50
7574,7.16,19,2024-09-01 20:43:43
7575,3.37,1,2024-09-01 03:35:35
7576,2.74,8,2024-09-01 16:28:28
7577,7.49,11,2024-09-01 18:35:35
7578,6.81,18,2024-09-02 00:28:28
7579,4.93,19,2024-09-01 20:13:13
7580,7.11,14,2024-09-01 17:09:09
7581,1.5,14,2024-09-01 19:06:06
7582,5.48,8,2024-09-01 21:32:32
7583,5.89,16,2024-09-01 15:21:21
7584,5.34,4,2024-09-01 18:09:09
7585,4.65,14,2024-09-01 22:13:13
7586,10.04,9,2024-09-01 05:07:07
7587,3.79,20,2024-09-01 17:42:42
7588,8.77,7,2024-09-01 07:16:16
7589,3.65,7,2024-09-01 12:49:49
7590,5.51,10,2024-09-01 19:46:46
7591,7.59,1,2024-09-01 13:37:37
7592,5.6,11,2024-09-02 01:40:40
7593,0.72,16,2024-09-01 13:45:45
7594,2.41,9,2024-09-01 19:44:44
7595,4.3,6,2024-09-01 07:11:11
7596,5.35,2,2024-09-01 14:58:58
7597,4.15,15,2024-09-01 13:12:12
7598,5.02,19,2024-09-01 06:31:31
7599,5.65,3,2024-09-01 14:29:29
7600,0.8,5,2024-09-01 07:02:02
7601,9.27,2,2024-09-01 22:33:33
7602,6.13,14,2024-09-01 20:18:18
7603,9.49,14,2024-09-01 09:43:43
7604,1.95,10,2024-09-02 00:00:00
7605,6.6,6,2024-09-01 15:10:10
7606,4.92,14,2024-09-01 04:18:18
7607,4.44,8,2024-09-01 17:04:04
7608,3.46,7,2024-09-01 03:49:49
7609,7.28,14,2024-09-02 01:16:16
7610,2.93,4,2024-09-01 18:40:40
7611,8.13,6,2024-09-01 04:24:24
7612,9.4,4,2024-09-01 23:53:53
7613,0.8,1,2024-09-01 06:46:46
7614,8.2,12,2024-09-01 07:20:20
7615,5.03,9,2024-09-01 15:14:14
7616,4.22,9,2024-09-02 00:14:14
7617,5.4,4,2024-09-01 06:55:55
7618,5.67,12,2024-09-01 06:29:29
7619,1.88,5,2024-09-01 06:38:38
7620,9.82,17,2024-09-02 00:30:30
7621,0.72,4,2024-09-01 23:00:00
7622,2.04,5,2024-09-01 08:47:47
7623,4.02,19,2024-09-01 12:07:07
7624,8.36,10,2024-09-01 08:53:53
7625,0.3,12,2024-09-01 11:31:31
7626,2.71,6,2024-09-01 05:25:25
7627,7.49,3,2024-09-01 22:15:15
7628,1.95,4,2024-09-02 02:37:37
7629,8.38,16,2024-09-02 00:21:21
7630,9.98,17,2024-09-01 22:49:49
7631,6.15,8,2024-09-01 09:15:15
7632,2.02,12,2024-09-01 18:55:55
7633,6.81,12,2024-09-02 01:57:57
7634,9.82,7,2024-09-01 05:29:29
7635,9.45,18,2024-09-01 04:00:00
7636,5.05,5,2024-09-01 23:44:44
7637,10.06,12,2024-09-01 17:24:24
7638,9.5,3,2024-09-01 09:29:29
7639,8.38,9,2024-09-01 16:04:04
7640,4.55,14,2024-09-01 19:01:01
7641,2.97,15,2024-09-01 18:02:02
7642,4.3,16,2024-09-01 20:15:15
7643,6.42,10,2024-09-01 06:26:26
7644,7.82,7,2024-09-01 10:59:59
7645,6.48,1,2024-09-01 14:28:28
7646,5.61,2,2024-09-01 13:15:15
7647,0.49,17,2024-09-01 08:17:17
7648,5.63,3,2024-09-01 20:11:11
7649,1.37,9,2024-09-01 03:24:24
7650,1.5,7,2024-09-01 13:36:36
7651,5.51,3,2024-09-01 10:02:02
7652,8.71,5,2024-09-01 12:10:10
7653,9.34,13,2024-09-01 23:52:52
7654,6.19,10,2024-09-01 15:58:58
7655,8.6,10,2024-09-01 04:43:43
7656,9.1,5,2024-09-01 17:06:06
7657,9.98,6,2024-09-01 05:02:02
7658,0.95,7,2024-09-01 12:31:31
7659,4.97,8,2024-09-01 16:10:10
7660,0.33,1,2024-09-01 22:19:19
7661,9,17,2024-09-01 16:02:02
7662,1.58,6,2024-09-01 13:13:13
7663,8.88,4,2024-09-01 15:32:32
7664,4.13,13,2024-09-01 06:17:17
7665,3.2,8,2024-09-01 23:45:45
7666,2.51,17,2024-09-01 06:22:22
7667,6.26,14,2024-09-01 17:42:42
7668,4.34,7,2024-09-01 12:09:09
7669,5.49,3,2024-09-02 01:55:55
7670,5.24,10,2024-09-01 03:40:40
7671,2.24,12,2024-09-01 14:01:01
7672,3.7,17,2024-09-01 15:57:57
7673,8.87,19,2024-09-01 14:59:59
7674,2.74,15,2024-09-01 06:31:31
7675,3.91,7,2024-09-01 07:30:30
7676,6.79,6,2024-09-01 15:47:47
7677,8.04,16,2024-09-01 20:51:51
7678,1.04,20,2024-09-01 20:26:26
7679,6.98,5,2024-09-01 19:46:46
7680,5.44,3,2024-09-01 13:24:24
7681,4.19,19,2024-09-01 11:39:39
7682,8.96,15,2024-09-01 23:54:54
7683,9.04,17,2024-09-01 22:55:55
7684,8.23,3,2024-09-01 16:47:47
7685,5.09,18,2024-09-01 15:23:23
7686,5.6,7,2024-09-01 14:29:29
7687,1.76,10,2024-09-01 06:09:09
7688,0.11,18,2024-09-01 22:59:59
7689,3.66,4,2024-09-01 09:04:04
7690,7.46,8,2024-09-02 00:34:34
7691,1.69,12,2024-09-01 03:47:47
7692,3.2,16,2024-09-01 19:39:39
7693,6.1,5,2024-09-01 23:24:24
7694,2.96,9,2024-09-01 04:13:13
7695,8.65,12,2024-09-01 16:31:31
7696,4.15,20,2024-09-01 14:34:34
7697,9.38,18,2024-09-01 15:42:42
7698,3.15,20,2024-09-01 08:01:01
7699,2.47,16,2024-09-01 05:12:12
7700,7.03,2,2024-09-01 07:51:51
7701,6.11,18,2024-09-02 00:32:32
7702,0.97,15,2024-09-01 17:24:24
7703,9.43,5,2024-09-02 01:49:49
7704,4.43,20,2024-09-01 05:03:03
7705,2.53,5,2024-09-02 01:34:34
7706,1.37,16,2024-09-02 02:32:32
7707,6.45,15,2024-09-02 02:09:09
7708,7.13,17,2024-09-01 07:08:08
7709,9.66,6,2024-09-01 06:52:52
7710,2.79,11,2024-09-02 00:50:50
7711,3.28,14,2024-09-01 03:50:50
7712,3.64,10,2024-09-01 10:12:12
7713,2.34,18,2024-09-01 09:42:42
7714,6.74,20,2024-09-01 18:52:52
7715,7.71,3,2024-09-01 10:00:00
7716,3.37,1,2024-09-01 22:43:43
7717,6.9,3,2024-09-02 00:15:15
7718,7.6,10,2024-09-01 22:11:11
7719,3.07,11,2024-09-01 13:54:54
7720,5.53,19,2024-09-01 22:10:10
7721,3.4,10,2024-09-01 18:51:51
7722,5.28,4,2024-09-01 04:29:29
7723,6.9,1,2024-09-01 06:37:37
7724,2.14,2,2024-09-01 21:40:40
7725,5.04,3,2024-09-01 19:36:36
7726,5.65,14,2024-09-01 11:16:16
7727,7.41,20,2024-09-01 21:29:29
7728,8.96,12,2024-09-01 16:12:12
7729,1.08,4,2024-09-01 18:58:58
7730,6.68,14,2024-09-01 14:46:46
7731,1.99,14,2024-09-01 18:22:22
7732,7.45,12,2024-09-01 20:17:17
7733,9.56,15,2024-09-01 19:37:37
7734,6.9,11,2024-09-01 13:48:48
7735,2.43,19,2024-09-01 16:38:38
7736,8.16,12,2024-09-01 07:56:56
7737,4.81,11,2024-09-01 14:20:20
7738,4.9,5,2024-09-01 15:39:39
7739,5.07,13,2024-09-01 14:28:28
7740,7.97,20,2024-09-01 04:06:06
7741,1.09,12,2024-09-01 12:12:12
7742,0.88,11,2024-09-01 09:13:13
7743,6.27,20,2024-09-01 15:24:24
7744,0.16,4,2024-09-01 09:37:37
7745,0.78,8,2024-09-01 15:18:18
7746,7.27,18,2024-09-01 18:34:34
7747,6.17,8,2024-09-01 04:25:25
7748,4.58,9,2024-09-01 21:45:45
7749,3.95,19,2024-09-01 16:42:42
7750,8.25,14,2024-09-01 22:53:53
7751,6.31,18,2024-09-01 06:58:58
7752,9.93,14,2024-09-01 22:50:50
7753,4.75,13,2024-09-01 12:15:15
7754,3.78,7,2024-09-01 23:38:38
7755,9.12,5,2024-09-01 23:13:13
7756,1.85,15,2024-09-02 00:55:55
7757,7.64,4,2024-09-02 01:46:46
7758,3.84,12,2024-09-01 06:47:47
7759,0.17,4,2024-09-01 08:38:38
7760,10.05,5,2024-09-01 09:07:07
7761,4.79,20,2024-09-01 03:54:54
7762,2.5,7,2024-09-01 18:43:43
7763,5.89,6,2024-09-01 06:51:51
7764,8.49,8,2024-09-01 23:22:22
7765,7.34,16,2024-09-01 10:10:10
7766,4.11,12,2024-09-01 04:40:40
7767,1.71,7,2024-09-01 03:12:12
7768,8.89,13,2024-09-02 01:28:28
7769,8.14,19,2024-09-01 13:24:24
7770,5.25,6,2024-09-02 00:05:05
7771,2.82,10,2024-09-01 06:58:58
7772,2.78,7,2024-09-01 17:41:41
7773,6.57,7,2024-09-01 03:55:55
7774,0.44,1,2024-09-02 01:25:25
7775,8.99,6,2024-09-01 19:33:33
7776,7.59,16,2024-09-01 04:13:13
7777,4.4,20,2024-09-01 12:59:59
7778,9,12,2024-09-01 08:43:43
7779,4.72,13,2024-09-01 12:36:36
7780,2.43,8,2024-09-01 13:40:40
7781,2.45,17,2024-09-01 08:04:04
7782,3.79,19,2024-09-01 07:43:43
7783,7.57,20,2024-09-01 17:49:49
7784,7.85,17,2024-09-01 07:44:44
7785,3.2,5,2024-09-01 21:16:16
7786,4.18,3,2024-09-01 12:37:37
7787,4.34,13,2024-09-01 23:12:12
7788,8.92,4,2024-09-01 13:54:54
7789,3.02,15,2024-09-01 21:07:07
7790,2.85,10,2024-09-01 16:26:26
7791,2.29,17,2024-09-01 18:53:53
7792,8.25,5,2024-09-01 12:36:36
7793,4.48,1,2024-09-01 19:09:09
7794,0.88,15,2024-09-02 02:00:00
7795,0.93,6,2024-09-01 08:43:43
7796,6.84,13,2024-09-01 18:21:21
7797,4.67,8,2024-09-01 07:29:29
7798,6.83,11,2024-09-01 07:53:53
7799,1.08,20,2024-09-01 22:14:14
7800,2.66,3,2024-09-01 09:48:48
7801,4.52,4,2024-09-02 00:37:37
7802,8.3,2,2024-09-01 05:19:19
7803,4.82,5,2024-09-01 04:51:51
7804,8.79,14,2024-09-01 13:05:05
7805,0.21,13,2024-09-01 21:03:03
7806,2.79,3,2024-09-01 21:20:20
7807,6.56,20,2024-09-01 06:24:24
7808,0.85,15,2024-09-01 13:45:45
7809,6.86,3,2024-09-01 06:52:52
7810,1.79,5,2024-09-01 12:53:53
7811,2.55,3,2024-09-01 21:53:53
7812,3.71,13,2024-09-01 20:48:48
7813,0.17,7,2024-09-01 03:12:12
7814,2.07,6,2024-09-01 19:22:22
7815,3.85,5,2024-09-01 07:30:30
7816,1.22,13,2024-09-01 07:32:32
7817,1.92,5,2024-09-02 02:33:33
7818,0.26,10,2024-09-01 10:18:18
7819,3.77,12,2024-09-01 22:12:12
7820,4.33,18,2024-09-01 16:27:27
7821,4.72,15,2024-09-01 12:23:23
7822,5.97,20,2024-09-01 09:19:19
7823,3.2,17,2024-09-01 22:17:17
7824,0.4,9,2024-09-02 01:00:00
7825,1.6,11,2024-09-01 09:01:01
7826,4,9,2024-09-01 03:08:08
7827,6.79,12,2024-09-01 22:11:11
7828,4.88,13,2024-09-01 11:44:44
7829,8.24,8,2024-09-01 12:05:05
7830,3.54,12,2024-09-02 00:57:57
7831,3.8,10,2024-09-01 03:04:04
7832,2.26,15,2024-09-01 05:04:04
7833,3.65,15,2024-09-01 21:58:58
7834,1.79,14,2024-09-01 07:03:03
7835,5.54,4,2024-09-01 03:12:12
7836,4.45,20,2024-09-01 14:39:39
7837,3.31,13,2024-09-02 01:28:28
7838,4.7,4,2024-09-02 00:06:06
7839,1.66,9,2024-09-01 18:20:20
7840,3.52,9,2024-09-01 18:34:34
7841,4.28,9,2024-09-01 03:08:08
7842,5.59,14,2024-09-01 21:58:58
7843,8.81,12,2024-09-01 13:54:54
7844,8.44,3,2024-09-01 10:55:55
7845,3.78,14,2024-09-01 09:34:34
7846,7.68,3,2024-09-02 01:56:56
7847,8.75,7,2024-09-01 18:46:46
7848,4.16,6,2024-09-01 12:17:17
7849,2.49,5,2024-09-02 00:38:38
7850,1.6,6,2024-09-01 22:15:15
7851,0.18,16,2024-09-01 05:34:34
7852,8.24,9,2024-09-02 01:41:41
7853,1.4,5,2024-09-01 15:50:50
7854,5.69,17,2024-09-01 11:03:03
7855,9.67,1,2024-09-01 18:37:37
7856,0.96,2,2024-09-01 21:13:13
7857,9.3,5,2024-09-02 02:53:53
7858,8.76,4,2024-09-01 17:20:20
7859,10.09,19,2024-09-01 11:29:29
7860,1.11,19,2024-09-01 05:09:09
7861,5.67,11,2024-09-01 03:30:30
7862,10.09,6,2024-09-01 12:18:18
7863,7.45,6,2024-09-01 22:56:56
7864,7.55,4,2024-09-01 16:58:58
7865,6.75,3,2024-09-01 07:30:30
7866,7.6,13,2024-09-01 11:56:56
7867,4.02,11,2024-09-01 18:47:47
7868,7.81,7,2024-09-01 12:35:35
7869,2.14,20,2024-09-02 02:42:42
7870,7.74,6,2024-09-01 15:50:50
7871,8.52,3,2024-09-01 11:16:16
7872,7.48,17,2024-09-02 00:54:54
7873,9.58,13,2024-09-01 15:55:55
7874,2.56,6,2024-09-02 00:35:35
